Column1;Ã¯..ActiveScreener.Id;Time.of.Screening;Title;Authors;Question;List.of.Reviewers;Answers
8147;7361666;06/25/2021 11:58:14;Emissions of gaseous mercury from biomass burning in South America in 2005 observed during CARIBIC flights;Ebinghaus, R., Slemr, F., Brenninkmeijer, C. A. M.  et al.;SPATIAL 3: What is the Chilean macro zone in which the study is developed?;Sanchez, Luis;Central zone
8148;7361666;06/25/2021 11:58:14;Emissions of gaseous mercury from biomass burning in South America in 2005 observed during CARIBIC flights;Ebinghaus, R., Slemr, F., Brenninkmeijer, C. A. M.  et al.;Emission  source in study;Sanchez, Luis;Wildfires
8149;7361665;04/30/2021 00:43:14;Above ground biomass and leaf area models based on a non destructive method for urban trees of two communes in Central Chile;Dobbs, Cynnamon, HernÃƒÆ’Ã‚Â¡ndez, Jaime, Escobedo, Francisco ;Include this reference?;Manzano, Carlos;Yes, include the reference
8150;7361665;04/30/2021 00:43:14;Above ground biomass and leaf area models based on a non destructive method for urban trees of two communes in Central Chile;Dobbs, Cynnamon, HernÃƒÆ’Ã‚Â¡ndez, Jaime, Escobedo, Francisco ;DUDOSO;Manzano, Carlos;No, no tengo dudas en mis respuestas
8151;7361665;04/30/2021 00:43:14;Above ground biomass and leaf area models based on a non destructive method for urban trees of two communes in Central Chile;Dobbs, Cynnamon, HernÃƒÆ’Ã‚Â¡ndez, Jaime, Escobedo, Francisco ;Characterize the organization to which the authors are affiliated?;Manzano, Carlos;Academia (university, institute, others)
8152;7361665;04/30/2021 00:43:14;Above ground biomass and leaf area models based on a non destructive method for urban trees of two communes in Central Chile;Dobbs, Cynnamon, HernÃƒÆ’Ã‚Â¡ndez, Jaime, Escobedo, Francisco ;Strategies;Manzano, Carlos;Other unclassified
8153;7361665;04/30/2021 00:43:14;Above ground biomass and leaf area models based on a non destructive method for urban trees of two communes in Central Chile;Dobbs, Cynnamon, HernÃƒÆ’Ã‚Â¡ndez, Jaime, Escobedo, Francisco ;New Question;Manzano, Carlos;Calculo/prediccion de biomasa de arboles
8154;7361665;04/30/2021 00:43:14;Above ground biomass and leaf area models based on a non destructive method for urban trees of two communes in Central Chile;Dobbs, Cynnamon, HernÃƒÆ’Ã‚Â¡ndez, Jaime, Escobedo, Francisco ;Study characteristics;Manzano, Carlos;Ambient (eg outdoor)
8155;7361665;04/30/2021 00:43:14;Above ground biomass and leaf area models based on a non destructive method for urban trees of two communes in Central Chile;Dobbs, Cynnamon, HernÃƒÆ’Ã‚Â¡ndez, Jaime, Escobedo, Francisco ;Potential effects or impact;Manzano, Carlos;Ecological  (animal, plants)
8156;7361665;04/30/2021 00:43:14;Above ground biomass and leaf area models based on a non destructive method for urban trees of two communes in Central Chile;Dobbs, Cynnamon, HernÃƒÆ’Ã‚Â¡ndez, Jaime, Escobedo, Francisco ;What is the evaluation method?;Manzano, Carlos;Not applicable
8157;7361665;04/30/2021 00:43:14;Above ground biomass and leaf area models based on a non destructive method for urban trees of two communes in Central Chile;Dobbs, Cynnamon, HernÃƒÆ’Ã‚Â¡ndez, Jaime, Escobedo, Francisco ;What is the contaminant or variable under study?;Manzano, Carlos;NA - Not applicable
8158;7361665;04/30/2021 00:43:14;Above ground biomass and leaf area models based on a non destructive method for urban trees of two communes in Central Chile;Dobbs, Cynnamon, HernÃƒÆ’Ã‚Â¡ndez, Jaime, Escobedo, Francisco ;TEMPORAL: What is the temporal scale of the study?;Manzano, Carlos;Month - to 3 months
8159;7361665;04/30/2021 00:43:14;Above ground biomass and leaf area models based on a non destructive method for urban trees of two communes in Central Chile;Dobbs, Cynnamon, HernÃƒÆ’Ã‚Â¡ndez, Jaime, Escobedo, Francisco ;SPATIAL 1:What is the spatial scale of the study?;Manzano, Carlos;Local (rural, suburban, urban)
8160;7361665;04/30/2021 00:43:14;Above ground biomass and leaf area models based on a non destructive method for urban trees of two communes in Central Chile;Dobbs, Cynnamon, HernÃƒÆ’Ã‚Â¡ndez, Jaime, Escobedo, Francisco ;SPATIAL 2. National or International;Manzano, Carlos;Only national
8161;7361665;04/30/2021 00:43:14;Above ground biomass and leaf area models based on a non destructive method for urban trees of two communes in Central Chile;Dobbs, Cynnamon, HernÃƒÆ’Ã‚Â¡ndez, Jaime, Escobedo, Francisco ;SPATIAL 3: What is the Chilean macro zone in which the study is developed?;Manzano, Carlos;Central zone
8162;7361665;04/30/2021 00:43:14;Above ground biomass and leaf area models based on a non destructive method for urban trees of two communes in Central Chile;Dobbs, Cynnamon, HernÃƒÆ’Ã‚Â¡ndez, Jaime, Escobedo, Francisco ;Emission  source in study;Manzano, Carlos;Not applicable
8163;7361664;05/06/2021 17:42:27;Urban aerosol particles of Santiago, Chile: Organic content and molecular characterization;Didyk, B. M., Simoneit, B. R. T., Alvaro Pezoa, L.  et al.;Include this reference?;Sanchez, Luis;Yes, include the reference
8164;7361664;05/06/2021 17:42:27;Urban aerosol particles of Santiago, Chile: Organic content and molecular characterization;Didyk, B. M., Simoneit, B. R. T., Alvaro Pezoa, L.  et al.;DUDOSO;Sanchez, Luis;No, no tengo dudas en mis respuestas
8165;7361664;05/06/2021 17:42:27;Urban aerosol particles of Santiago, Chile: Organic content and molecular characterization;Didyk, B. M., Simoneit, B. R. T., Alvaro Pezoa, L.  et al.;Characterize the organization to which the authors are affiliated?;Sanchez, Luis;Academia (university, institute, others)
8166;7361664;05/06/2021 17:42:27;Urban aerosol particles of Santiago, Chile: Organic content and molecular characterization;Didyk, B. M., Simoneit, B. R. T., Alvaro Pezoa, L.  et al.;Characterize the organization to which the authors are affiliated?;Sanchez, Luis;Private sector
8167;7361664;05/06/2021 17:42:27;Urban aerosol particles of Santiago, Chile: Organic content and molecular characterization;Didyk, B. M., Simoneit, B. R. T., Alvaro Pezoa, L.  et al.;Strategies;Sanchez, Luis;Analysis of causes of air pollution: Emissions, dispersion conditions, atmospheric chemistry, deposition, 
8168;7361664;05/06/2021 17:42:27;Urban aerosol particles of Santiago, Chile: Organic content and molecular characterization;Didyk, B. M., Simoneit, B. R. T., Alvaro Pezoa, L.  et al.;Study characteristics;Sanchez, Luis;Ambient (eg outdoor)
8169;7361664;05/06/2021 17:42:27;Urban aerosol particles of Santiago, Chile: Organic content and molecular characterization;Didyk, B. M., Simoneit, B. R. T., Alvaro Pezoa, L.  et al.;Potential effects or impact;Sanchez, Luis;Regulatory and Legal
8170;7361664;05/06/2021 17:42:27;Urban aerosol particles of Santiago, Chile: Organic content and molecular characterization;Didyk, B. M., Simoneit, B. R. T., Alvaro Pezoa, L.  et al.;What is the evaluation method?;Sanchez, Luis;concentrations
8171;7361664;05/06/2021 17:42:27;Urban aerosol particles of Santiago, Chile: Organic content and molecular characterization;Didyk, B. M., Simoneit, B. R. T., Alvaro Pezoa, L.  et al.;What is the evaluation method?;Sanchez, Luis;Chemical composition
8172;7361664;05/06/2021 17:42:27;Urban aerosol particles of Santiago, Chile: Organic content and molecular characterization;Didyk, B. M., Simoneit, B. R. T., Alvaro Pezoa, L.  et al.;What is the contaminant or variable under study?;Sanchez, Luis;VOCs/SVOCs - Organic Compounds
8173;7361664;05/06/2021 17:42:27;Urban aerosol particles of Santiago, Chile: Organic content and molecular characterization;Didyk, B. M., Simoneit, B. R. T., Alvaro Pezoa, L.  et al.;What is the contaminant or variable under study?;Sanchez, Luis;HAPs - hidrocarburos aromaticos polici­clicos 
8174;7361664;05/06/2021 17:42:27;Urban aerosol particles of Santiago, Chile: Organic content and molecular characterization;Didyk, B. M., Simoneit, B. R. T., Alvaro Pezoa, L.  et al.;What is the contaminant or variable under study?;Sanchez, Luis;PM - particulate matter
8175;7361664;05/06/2021 17:42:27;Urban aerosol particles of Santiago, Chile: Organic content and molecular characterization;Didyk, B. M., Simoneit, B. R. T., Alvaro Pezoa, L.  et al.;What is the contaminant or variable under study?;Sanchez, Luis;C  - TC/EC/OC/BC - Carbon compounds
8176;7361664;05/06/2021 17:42:27;Urban aerosol particles of Santiago, Chile: Organic content and molecular characterization;Didyk, B. M., Simoneit, B. R. T., Alvaro Pezoa, L.  et al.;TEMPORAL: What is the temporal scale of the study?;Sanchez, Luis;1 Year or more
8177;7361664;05/06/2021 17:42:27;Urban aerosol particles of Santiago, Chile: Organic content and molecular characterization;Didyk, B. M., Simoneit, B. R. T., Alvaro Pezoa, L.  et al.;SPATIAL 1:What is the spatial scale of the study?;Sanchez, Luis;Local (rural, suburban, urban)
8178;7361664;05/06/2021 17:42:27;Urban aerosol particles of Santiago, Chile: Organic content and molecular characterization;Didyk, B. M., Simoneit, B. R. T., Alvaro Pezoa, L.  et al.;SPATIAL 2. National or International;Sanchez, Luis;Only national
8179;7361664;05/06/2021 17:42:27;Urban aerosol particles of Santiago, Chile: Organic content and molecular characterization;Didyk, B. M., Simoneit, B. R. T., Alvaro Pezoa, L.  et al.;SPATIAL 3: What is the Chilean macro zone in which the study is developed?;Sanchez, Luis;Central zone
8180;7361664;05/06/2021 17:42:27;Urban aerosol particles of Santiago, Chile: Organic content and molecular characterization;Didyk, B. M., Simoneit, B. R. T., Alvaro Pezoa, L.  et al.;Emission  source in study;Sanchez, Luis;Domestic heating / wood burning
8181;7361664;05/06/2021 17:42:27;Urban aerosol particles of Santiago, Chile: Organic content and molecular characterization;Didyk, B. M., Simoneit, B. R. T., Alvaro Pezoa, L.  et al.;Emission  source in study;Sanchez, Luis;Industrial and commercial emissions 
8182;7361664;05/06/2021 17:42:27;Urban aerosol particles of Santiago, Chile: Organic content and molecular characterization;Didyk, B. M., Simoneit, B. R. T., Alvaro Pezoa, L.  et al.;Emission  source in study;Sanchez, Luis;Natural sources 
8183;7361664;05/06/2021 17:42:27;Urban aerosol particles of Santiago, Chile: Organic content and molecular characterization;Didyk, B. M., Simoneit, B. R. T., Alvaro Pezoa, L.  et al.;Emission  source in study;Sanchez, Luis;Traffic 
8184;7361664;05/06/2021 17:42:27;Urban aerosol particles of Santiago, Chile: Organic content and molecular characterization;Didyk, B. M., Simoneit, B. R. T., Alvaro Pezoa, L.  et al.;Emission  source in study;Sanchez, Luis;Agriculture 
8185;7361663;05/05/2021 01:06:01;A hybrid ARIMA and artificial neural networks model to forecast particulate matter in urban areas: The case of Temuco, Chile;DÃƒÆ’Ã‚Â­az-Robles, L. A., Ortega, J. C., Fu, J. S.  et al.;Include this reference?;Sanchez, Luis;Yes, include the reference
8186;7361663;05/05/2021 01:06:01;A hybrid ARIMA and artificial neural networks model to forecast particulate matter in urban areas: The case of Temuco, Chile;DÃƒÆ’Ã‚Â­az-Robles, L. A., Ortega, J. C., Fu, J. S.  et al.;DUDOSO;Sanchez, Luis;No, no tengo dudas en mis respuestas
8187;7361663;05/05/2021 01:06:01;A hybrid ARIMA and artificial neural networks model to forecast particulate matter in urban areas: The case of Temuco, Chile;DÃƒÆ’Ã‚Â­az-Robles, L. A., Ortega, J. C., Fu, J. S.  et al.;Characterize the organization to which the authors are affiliated?;Sanchez, Luis;Academia (university, institute, others)
8188;7361663;05/05/2021 01:06:01;A hybrid ARIMA and artificial neural networks model to forecast particulate matter in urban areas: The case of Temuco, Chile;DÃƒÆ’Ã‚Â­az-Robles, L. A., Ortega, J. C., Fu, J. S.  et al.;Strategies;Sanchez, Luis;Modeling air pollution
8189;7361663;05/05/2021 01:06:01;A hybrid ARIMA and artificial neural networks model to forecast particulate matter in urban areas: The case of Temuco, Chile;DÃƒÆ’Ã‚Â­az-Robles, L. A., Ortega, J. C., Fu, J. S.  et al.;Study characteristics;Sanchez, Luis;Ambient (eg outdoor)
8190;7361663;05/05/2021 01:06:01;A hybrid ARIMA and artificial neural networks model to forecast particulate matter in urban areas: The case of Temuco, Chile;DÃƒÆ’Ã‚Â­az-Robles, L. A., Ortega, J. C., Fu, J. S.  et al.;Potential effects or impact;Sanchez, Luis;Regulatory and Legal
8191;7361663;05/05/2021 01:06:01;A hybrid ARIMA and artificial neural networks model to forecast particulate matter in urban areas: The case of Temuco, Chile;DÃƒÆ’Ã‚Â­az-Robles, L. A., Ortega, J. C., Fu, J. S.  et al.;Potential effects or impact;Sanchez, Luis;Human health
8192;7361663;05/05/2021 01:06:01;A hybrid ARIMA and artificial neural networks model to forecast particulate matter in urban areas: The case of Temuco, Chile;DÃƒÆ’Ã‚Â­az-Robles, L. A., Ortega, J. C., Fu, J. S.  et al.;What is the evaluation method?;Sanchez, Luis;concentrations
8193;7361663;05/05/2021 01:06:01;A hybrid ARIMA and artificial neural networks model to forecast particulate matter in urban areas: The case of Temuco, Chile;DÃƒÆ’Ã‚Â­az-Robles, L. A., Ortega, J. C., Fu, J. S.  et al.;What is the evaluation method?;Sanchez, Luis;Computer Modeling
8194;7361663;05/05/2021 01:06:01;A hybrid ARIMA and artificial neural networks model to forecast particulate matter in urban areas: The case of Temuco, Chile;DÃƒÆ’Ã‚Â­az-Robles, L. A., Ortega, J. C., Fu, J. S.  et al.;What is the evaluation method?;Sanchez, Luis;Meteorological measurements
8195;7361663;05/05/2021 01:06:01;A hybrid ARIMA and artificial neural networks model to forecast particulate matter in urban areas: The case of Temuco, Chile;DÃƒÆ’Ã‚Â­az-Robles, L. A., Ortega, J. C., Fu, J. S.  et al.;What is the contaminant or variable under study?;Sanchez, Luis;PM - particulate matter
8196;7361663;05/05/2021 01:06:01;A hybrid ARIMA and artificial neural networks model to forecast particulate matter in urban areas: The case of Temuco, Chile;DÃƒÆ’Ã‚Â­az-Robles, L. A., Ortega, J. C., Fu, J. S.  et al.;TEMPORAL: What is the temporal scale of the study?;Sanchez, Luis;1 Year or more
8197;7361663;05/05/2021 01:06:01;A hybrid ARIMA and artificial neural networks model to forecast particulate matter in urban areas: The case of Temuco, Chile;DÃƒÆ’Ã‚Â­az-Robles, L. A., Ortega, J. C., Fu, J. S.  et al.;SPATIAL 1:What is the spatial scale of the study?;Sanchez, Luis;Local (rural, suburban, urban)
8198;7361663;05/05/2021 01:06:01;A hybrid ARIMA and artificial neural networks model to forecast particulate matter in urban areas: The case of Temuco, Chile;DÃƒÆ’Ã‚Â­az-Robles, L. A., Ortega, J. C., Fu, J. S.  et al.;SPATIAL 2. National or International;Sanchez, Luis;Only national
8199;7361663;05/05/2021 01:06:01;A hybrid ARIMA and artificial neural networks model to forecast particulate matter in urban areas: The case of Temuco, Chile;DÃƒÆ’Ã‚Â­az-Robles, L. A., Ortega, J. C., Fu, J. S.  et al.;SPATIAL 3: What is the Chilean macro zone in which the study is developed?;Sanchez, Luis;South zone
8200;7361663;05/05/2021 01:06:01;A hybrid ARIMA and artificial neural networks model to forecast particulate matter in urban areas: The case of Temuco, Chile;DÃƒÆ’Ã‚Â­az-Robles, L. A., Ortega, J. C., Fu, J. S.  et al.;Emission  source in study;Sanchez, Luis;Industrial and commercial emissions 
8201;7361663;05/05/2021 01:06:01;A hybrid ARIMA and artificial neural networks model to forecast particulate matter in urban areas: The case of Temuco, Chile;DÃƒÆ’Ã‚Â­az-Robles, L. A., Ortega, J. C., Fu, J. S.  et al.;Emission  source in study;Sanchez, Luis;Domestic heating / wood burning
8202;7361662;05/07/2021 14:48:03;Health risks caused by short term exposure to ultrafine particles generated by residential wood combustion: A case study of Temuco,Chile;Diaz-Robles, L. A., Fu, J. S., Vergara-Fernandez, A.  et al.;Include this reference?;Toro, Richard;Yes, include the reference
8203;7361662;05/07/2021 14:48:03;Health risks caused by short term exposure to ultrafine particles generated by residential wood combustion: A case study of Temuco,Chile;Diaz-Robles, L. A., Fu, J. S., Vergara-Fernandez, A.  et al.;DUDOSO;Toro, Richard;No, no tengo dudas en mis respuestas
8204;7361662;05/07/2021 14:48:03;Health risks caused by short term exposure to ultrafine particles generated by residential wood combustion: A case study of Temuco,Chile;Diaz-Robles, L. A., Fu, J. S., Vergara-Fernandez, A.  et al.;Characterize the organization to which the authors are affiliated?;Toro, Richard;Academia (university, institute, others)
8205;7361662;05/07/2021 14:48:03;Health risks caused by short term exposure to ultrafine particles generated by residential wood combustion: A case study of Temuco,Chile;Diaz-Robles, L. A., Fu, J. S., Vergara-Fernandez, A.  et al.;Characterize the organization to which the authors are affiliated?;Toro, Richard;Public sector (gob, ministerio)
8206;7361662;05/07/2021 14:48:03;Health risks caused by short term exposure to ultrafine particles generated by residential wood combustion: A case study of Temuco,Chile;Diaz-Robles, L. A., Fu, J. S., Vergara-Fernandez, A.  et al.;Strategies;Toro, Richard;Exposure assessment
8207;7361662;05/07/2021 14:48:03;Health risks caused by short term exposure to ultrafine particles generated by residential wood combustion: A case study of Temuco,Chile;Diaz-Robles, L. A., Fu, J. S., Vergara-Fernandez, A.  et al.;Study characteristics;Toro, Richard;Ambient (eg outdoor)
